,count,mean,std,min,25%,50%,75%,max,session,area,binsize,n_units
0,39.0,0.40342098377812663,0.04675970872293191,0.2848639455782313,0.38159013605442177,0.39965986394557823,0.42835884353741494,0.5165816326530612,02_noise,Vp_exc,25,18816
0,9.0,0.40355725623582767,0.018906179215875583,0.3778698979591837,0.3938137755102041,0.3991284013605442,0.40869472789115646,0.43579931972789115,02_noise,Vp_exc,100,18816
0,39.0,0.44839089481946626,0.0856393828834363,0.2657312925170068,0.39647108843537415,0.44642857142857145,0.5017006802721089,0.6441326530612245,03_grating,Vp_exc,25,18816
0,9.0,0.44825916477702193,0.03411425909647013,0.3948767006802721,0.4411139455782313,0.4432397959183674,0.4714073129251701,0.5086096938775511,03_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04_warmup,Vp_exc,100,18816
0,39.0,0.44779129600558165,0.0512564264628945,0.31887755102040816,0.4251700680272109,0.44855442176870747,0.47512755102040816,0.5569727891156463,05_noise,Vp_exc,25,18816
0,9.0,0.4455428004535148,0.012857111398174898,0.4320790816326531,0.43633078231292516,0.4437712585034014,0.4522746598639456,0.4719387755102041,05_noise,Vp_exc,100,18816
0,39.0,0.45929269143554863,0.09783404093574645,0.2848639455782313,0.39753401360544216,0.46130952380952384,0.5176445578231292,0.7759353741496599,06_grating,Vp_exc,25,18816
0,9.0,0.4600694444444444,0.01924672508740627,0.4379251700680272,0.4437712585034014,0.45121173469387754,0.47619047619047616,0.48894557823129253,06_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07_warmup,Vp_exc,100,18816
0,39.0,0.455640589569161,0.048071175187490454,0.3550170068027211,0.4262329931972789,0.45068027210884354,0.4793792517006803,0.5931122448979592,08_noise,Vp_exc,25,18816
0,9.0,0.45422335600907027,0.017021328697630518,0.428890306122449,0.4458971088435374,0.44908588435374147,0.4730017006802721,0.47884778911564624,08_noise,Vp_exc,100,18816
0,39.0,0.4659427873713587,0.06350991920512027,0.3635204081632653,0.41985544217687076,0.46343537414965985,0.5027636054421769,0.5994897959183674,09_grating,Vp_exc,25,18816
0,9.0,0.46449829931972786,0.022834344237819756,0.4320790816326531,0.45068027210884354,0.4644982993197279,0.47087585034013607,0.5112670068027211,09_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10_warmup,Vp_exc,100,18816
0,39.0,0.44784580498866217,0.04752878659377438,0.3656462585034014,0.4145408163265306,0.44855442176870747,0.47831632653061223,0.5548469387755102,11_noise,Vp_exc,25,18816
0,9.0,0.44749149659863957,0.01030201529282532,0.43154761904761907,0.4432397959183674,0.4458971088435374,0.4544005102040816,0.46130952380952384,11_noise,Vp_exc,100,18816
0,39.0,0.45122536193964774,0.07359915959068328,0.3167517006802721,0.4145408163265306,0.4379251700680272,0.5059523809523809,0.5867346938775511,12_grating,Vp_exc,25,18816
0,9.0,0.45097552910052907,0.026654201253066667,0.41985544217687076,0.4320790816326531,0.43579931972789115,0.46715561224489793,0.4937287414965986,12_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13_warmup,Vp_exc,100,18816
0,39.0,0.45286063143205996,0.040454373650233535,0.3677721088435374,0.4326105442176871,0.4421768707482993,0.47512755102040816,0.5378401360544217,14_noise,Vp_exc,25,18816
0,9.0,0.45298327664399096,0.01682312052651405,0.43420493197278914,0.4416454081632653,0.44802295918367346,0.4575892857142857,0.4825680272108844,14_noise,Vp_exc,100,18816
0,39.0,0.45373277516134664,0.06583237844351354,0.33163265306122447,0.40922619047619047,0.44642857142857145,0.4889455782312925,0.6186224489795918,15_grating,Vp_exc,25,18816
0,9.0,0.4502078609221466,0.021250936094096052,0.4156037414965986,0.43633078231292516,0.4522746598639456,0.46184098639455784,0.4799107142857143,15_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16_warmup,Vp_exc,100,18816
0,39.0,0.4537327751613465,0.0403375178304776,0.37202380952380953,0.4230442176870748,0.4528061224489796,0.48469387755102045,0.5250850340136054,17_noise,Vp_exc,25,18816
0,9.0,0.4549319727891156,0.015465013315212016,0.4326105442176871,0.4427083333333333,0.4544005102040816,0.46715561224489793,0.4804421768707483,17_noise,Vp_exc,100,18816
0,39.0,0.4581480027908599,0.07605027851893781,0.33163265306122447,0.4177295918367347,0.4528061224489796,0.4846938775510204,0.6675170068027211,18_grating,Vp_exc,25,18816
0,9.0,0.45918367346938777,0.02894886018579151,0.41294642857142855,0.4453656462585034,0.4650297619047619,0.4804421768707483,0.4921343537414966,18_grating,Vp_exc,100,18816
0,39.0,0.4542233560090703,0.05431128483310623,0.3358843537414966,0.42517006802721086,0.4570578231292517,0.4931972789115646,0.5612244897959183,20_noise,Vp_exc,25,18816
0,9.0,0.45445956160241874,0.01996249530416074,0.4336734693877551,0.44005102040816324,0.45068027210884354,0.4602465986394558,0.4926658163265306,20_noise,Vp_exc,100,18816
0,39.0,0.4518794697366125,0.08067152029603261,0.3039965986394558,0.38584183673469385,0.44642857142857145,0.5070153061224489,0.7206632653061225,21_grating,Vp_exc,25,18816
0,9.0,0.45451861300075586,0.023141179938183785,0.4182610544217687,0.43579931972789115,0.44855442176870747,0.47619047619047616,0.4825680272108844,21_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22_warmup,Vp_exc,100,18816
0,39.0,0.4486634397348682,0.051932864985791485,0.3550170068027211,0.4166666666666667,0.4421768707482993,0.4793792517006803,0.5676020408163265,23_noise,Vp_exc,25,18816
0,9.0,0.44961734693877553,0.01577244499548437,0.429421768707483,0.43154761904761907,0.4538690476190476,0.4581207482993197,0.47406462585034015,23_noise,Vp_exc,100,18816
0,39.0,0.4629447933019362,0.07864052697927885,0.2869897959183674,0.40922619047619047,0.467687074829932,0.5165816326530612,0.625,24_grating,Vp_exc,25,18816
0,9.0,0.464025888133031,0.03325512671984636,0.41241496598639454,0.43420493197278914,0.4719387755102041,0.4931972789115646,0.49851190476190477,24_grating,Vp_exc,100,18816
0,39.0,0.44713718820861675,0.05195206238420238,0.3550170068027211,0.40816326530612246,0.4379251700680272,0.47725340136054417,0.5612244897959183,26_noise,Vp_exc,25,18816
0,9.0,0.4480820105820105,0.02322747552048413,0.4177295918367347,0.43420493197278914,0.45068027210884354,0.45971513605442177,0.4916028911564626,26_noise,Vp_exc,100,18816
0,39.0,0.4520975056689342,0.06955605133676748,0.33163265306122447,0.39965986394557823,0.43579931972789115,0.49851190476190477,0.6037414965986394,27_grating,Vp_exc,25,18816
0,9.0,0.4512117346938776,0.020789971294715826,0.4171981292517007,0.4379251700680272,0.4559948979591837,0.4655612244897959,0.48681972789115646,27_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28_warmup,Vp_exc,100,18816
0,39.0,0.448772457701029,0.048708849661360624,0.36139455782312924,0.4177295918367347,0.4379251700680272,0.47512755102040816,0.5846088435374149,29_noise,Vp_exc,25,18816
0,9.0,0.4506802721088435,0.017802013418839534,0.42517006802721086,0.43845663265306123,0.44749149659863946,0.4660926870748299,0.4767219387755102,29_noise,Vp_exc,100,18816
0,39.0,0.4553135356706784,0.08420603627963599,0.24872448979591838,0.3932823129251701,0.45918367346938777,0.5059523809523809,0.6611394557823129,30_grating,Vp_exc,25,18816
0,9.0,0.45451861300075586,0.04556170326869998,0.4012542517006803,0.40975765306122447,0.44005102040816324,0.49904336734693877,0.5155187074829932,30_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31_warmup,Vp_exc,100,18816
0,39.0,0.4557496075353218,0.046016617479561935,0.36139455782312924,0.4347363945578231,0.4570578231292517,0.48469387755102045,0.5378401360544217,32_noise,Vp_exc,25,18816
0,9.0,0.45463671579743004,0.023606918213596135,0.41188350340136054,0.44005102040816324,0.4581207482993197,0.4655612244897959,0.4963860544217687,32_noise,Vp_exc,100,18816
0,39.0,0.4602193441479156,0.09585436589755751,0.29336734693877553,0.3869047619047619,0.4443027210884354,0.5367772108843537,0.7504251700680272,33_grating,Vp_exc,25,18816
0,9.0,0.4590655706727136,0.03459692619744106,0.4140093537414966,0.42304421768707484,0.46290391156462585,0.4820365646258503,0.5091411564625851,33_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34_warmup,Vp_exc,100,18816
0,39.0,0.4516614338042909,0.04665884325250361,0.36139455782312924,0.41985544217687076,0.4443027210884354,0.4772534013605442,0.5718537414965986,35_noise,Vp_exc,25,18816
0,9.0,0.451447940287226,0.0100209631418425,0.43951955782312924,0.4432397959183674,0.45068027210884354,0.4559948979591837,0.4714073129251701,35_noise,Vp_exc,100,18816
0,39.0,0.45547706261991977,0.07629983633585813,0.3082482993197279,0.41879251700680276,0.45068027210884354,0.48469387755102045,0.7185374149659864,36_grating,Vp_exc,25,18816
0,9.0,0.4542233560090703,0.03084315078347558,0.4044430272108844,0.43526785714285715,0.45918367346938777,0.46396683673469385,0.5027636054421769,36_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37_warmup,Vp_exc,100,18816
0,39.0,0.4567852782138496,0.041715558476723036,0.3656462585034014,0.43048469387755106,0.4570578231292517,0.4804421768707483,0.54421768707483,38_noise,Vp_exc,25,18816
0,9.0,0.45912462207105065,0.013571676392640872,0.4379251700680272,0.45174319727891155,0.4660926870748299,0.467687074829932,0.47565901360544216,38_noise,Vp_exc,100,18816
0,39.0,0.45711233211233204,0.08746019551327669,0.27848639455782315,0.39965986394557823,0.44642857142857145,0.508078231292517,0.7270408163265306,39_grating,Vp_exc,25,18816
0,9.0,0.4568216175359032,0.04497388186609326,0.40763180272108845,0.42091836734693877,0.4607780612244898,0.4841624149659864,0.5410289115646258,39_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40_warmup,Vp_exc,100,18816
0,39.0,0.4493175475318333,0.04094237518235851,0.34226190476190477,0.4272959183673469,0.4570578231292517,0.47619047619047616,0.5229591836734694,41_noise,Vp_exc,25,18816
0,9.0,0.44713718820861675,0.021445354961054614,0.4055059523809524,0.43845663265306123,0.4528061224489796,0.45918367346938777,0.4799107142857143,41_noise,Vp_exc,100,18816
0,39.0,0.4605463980463981,0.09121162425095924,0.29124149659863946,0.4060374149659864,0.4528061224489796,0.4974489795918367,0.7674319727891157,42_grating,Vp_exc,25,18816
0,9.0,0.4606009070294784,0.04335086586174386,0.390093537414966,0.4320790816326531,0.45918367346938777,0.4958545918367347,0.5155187074829932,42_grating,Vp_exc,100,18816
0,39.0,0.4545504099075528,0.044519803263157166,0.3741496598639456,0.4262329931972789,0.4549319727891156,0.4804421768707483,0.5697278911564626,44_noise,Vp_exc,25,18816
0,9.0,0.45564058956916104,0.016533099734590013,0.429953231292517,0.44961734693877553,0.4565263605442177,0.46184098639455784,0.4820365646258503,44_noise,Vp_exc,100,18816
0,39.0,0.4633808651665795,0.08910903419838995,0.31887755102040816,0.4028486394557823,0.43579931972789115,0.5197704081632653,0.7334183673469388,45_grating,Vp_exc,25,18816
0,9.0,0.45941987906273624,0.0325356592858541,0.42304421768707484,0.4437712585034014,0.4554634353741497,0.45918367346938777,0.5203018707482994,45_grating,Vp_exc,100,18816
0,39.0,0.45040772719344147,0.03766757349646346,0.3784013605442177,0.4219812925170068,0.45068027210884354,0.4815051020408163,0.5208333333333334,47_noise,Vp_exc,25,18816
0,9.0,0.4532194822373394,0.0166539077354053,0.4272959183673469,0.4416454081632653,0.4538690476190476,0.4655612244897959,0.4799107142857143,47_noise,Vp_exc,100,18816
0,39.0,0.45656724228152795,0.08383744233610217,0.33375850340136054,0.39647108843537415,0.4379251700680272,0.5102040816326531,0.6696428571428571,48_grating,Vp_exc,25,18816
0,9.0,0.4547548185941043,0.0477200429711055,0.3778698979591837,0.4320790816326531,0.4522746598639456,0.49744897959183676,0.5128613945578231,48_grating,Vp_exc,100,18816
0,39.0,0.44828187685330534,0.043373213711124334,0.35714285714285715,0.41666666666666663,0.45068027210884354,0.47831632653061223,0.5357142857142857,50_noise,Vp_exc,25,18816
0,9.0,0.44613331443688586,0.017776432631691024,0.4182610544217687,0.43686224489795916,0.4427083333333333,0.45918367346938777,0.47353316326530615,50_noise,Vp_exc,100,18816
0,39.0,0.4536782661782661,0.07696715243675067,0.3167517006802721,0.4102891156462585,0.45068027210884354,0.5102040816326531,0.6611394557823129,51_grating,Vp_exc,25,18816
0,9.0,0.4505031179138322,0.0318223624418142,0.40869472789115646,0.4171981292517007,0.45971513605442177,0.4830994897959184,0.4852253401360544,51_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52_warmup,Vp_exc,100,18816
0,39.0,0.4494265654979941,0.0618763309432709,0.29124149659863946,0.4145408163265306,0.4570578231292517,0.4942602040816326,0.5824829931972789,53_noise,Vp_exc,25,18816
0,9.0,0.4497354497354497,0.019154374925709546,0.43154761904761907,0.43579931972789115,0.4405824829931973,0.4570578231292517,0.4820365646258503,53_noise,Vp_exc,100,18816
0,39.0,0.4574393860108145,0.08759930629396602,0.272108843537415,0.3943452380952381,0.44642857142857145,0.5112670068027211,0.6335034013605442,54_grating,Vp_exc,25,18816
0,9.0,0.4564082577475435,0.032563499943555924,0.3985969387755102,0.4421768707482993,0.4644982993197279,0.469281462585034,0.5123299319727891,54_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55_warmup,Vp_exc,100,18816
0,39.0,0.4553135356706785,0.04214862281292291,0.3741496598639456,0.4187925170068027,0.4570578231292517,0.4836309523809524,0.548469387755102,56_noise,Vp_exc,25,18816
0,9.0,0.45215655706727137,0.011462779950158227,0.4262329931972789,0.44749149659863946,0.4549319727891156,0.45918367346938777,0.46290391156462585,56_noise,Vp_exc,100,18816
0,39.0,0.4561311704168847,0.08377831535756015,0.25510204081632654,0.4039115646258503,0.44005102040816324,0.5048894557823129,0.7206632653061225,57_grating,Vp_exc,25,18816
0,9.0,0.4561130007558579,0.03842439369163376,0.39965986394557823,0.42463860544217685,0.4522746598639456,0.4820365646258503,0.5218962585034014,57_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58_warmup,Vp_exc,100,18816
0,39.0,0.4552590266875981,0.06237561800008596,0.3039965986394558,0.429421768707483,0.46343537414965985,0.4825680272108844,0.6079931972789115,59_noise,Vp_exc,25,18816
0,9.0,0.45380999622071044,0.01910762185863207,0.4272959183673469,0.43633078231292516,0.4549319727891156,0.46343537414965985,0.4852253401360544,59_noise,Vp_exc,100,18816
0,39.0,0.4588021105878248,0.08684803113941635,0.2869897959183674,0.39753401360544216,0.44855442176870747,0.5102040816326531,0.6441326530612245,60_grating,Vp_exc,25,18816
0,9.0,0.45900651927437636,0.03221163117067531,0.4187925170068027,0.4379251700680272,0.4432397959183674,0.47884778911564624,0.5213647959183674,60_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61_warmup,Vp_exc,100,18816
0,39.0,0.44931754753183323,0.04451343269808595,0.3401360544217687,0.42091836734693877,0.4443027210884354,0.47619047619047616,0.5314625850340136,62_noise,Vp_exc,25,18816
0,9.0,0.44831821617535894,0.01335312598063348,0.41985544217687076,0.4437712585034014,0.44642857142857145,0.4581207482993197,0.46290391156462585,62_noise,Vp_exc,100,18816
0,39.0,0.4606009070294785,0.09281285365079942,0.31037414965986393,0.39328231292517,0.4655612244897959,0.5176445578231292,0.6972789115646258,63_grating,Vp_exc,25,18816
0,9.0,0.45812074829931976,0.03452666634425945,0.4171981292517007,0.429953231292517,0.4437712585034014,0.4953231292517007,0.5054209183673469,63_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64_warmup,Vp_exc,100,18816
0,39.0,0.4509528170242456,0.04119342496192272,0.3380102040816326,0.42517006802721086,0.4570578231292517,0.469812925170068,0.548469387755102,65_noise,Vp_exc,25,18816
0,9.0,0.4518613000755858,0.013149746713968744,0.4257015306122449,0.4448341836734694,0.4544005102040816,0.45865221088435376,0.46875,65_noise,Vp_exc,100,18816
0,39.0,0.46703296703296704,0.062092058589135385,0.34226190476190477,0.42835884353741494,0.46343537414965985,0.5112670068027212,0.6335034013605442,66_grating,Vp_exc,25,18816
0,9.0,0.4674508692365835,0.02588679881754763,0.430484693877551,0.45068027210884354,0.46237244897959184,0.48735119047619047,0.5064838435374149,66_grating,Vp_exc,100,18816
0,39.0,0.4516069248212106,0.052621819168267026,0.3210034013605442,0.4134778911564626,0.45918367346938777,0.4804421768707483,0.5548469387755102,68_noise,Vp_exc,25,18816
0,9.0,0.451447940287226,0.020910386984576024,0.4134778911564626,0.44802295918367346,0.4565263605442177,0.46290391156462585,0.4830994897959184,68_noise,Vp_exc,100,18816
0,39.0,0.45743938601081463,0.09132809508091924,0.195578231292517,0.39434523809523814,0.4570578231292517,0.5176445578231292,0.6420068027210885,69_grating,Vp_exc,25,18816
0,9.0,0.45386904761904767,0.03279494515958889,0.4012542517006803,0.428358843537415,0.45068027210884354,0.48628826530612246,0.4947916666666667,69_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70_warmup,Vp_exc,100,18816
0,39.0,0.45340572126286405,0.05037282947098614,0.3018707482993197,0.42410714285714285,0.4570578231292517,0.49107142857142855,0.5357142857142857,71_noise,Vp_exc,25,18816
0,9.0,0.45351473922902497,0.02075597851315743,0.4065688775510204,0.44696003401360546,0.4544005102040816,0.4660926870748299,0.47831632653061223,71_noise,Vp_exc,100,18816
0,39.0,0.45689429618001043,0.079683030579462,0.31462585034013607,0.4028486394557823,0.469812925170068,0.5017006802721089,0.6568877551020408,72_grating,Vp_exc,25,18816
0,9.0,0.45900651927437636,0.040818091114333106,0.391687925170068,0.428358843537415,0.4724702380952381,0.4830994897959184,0.5240221088435374,72_grating,Vp_exc,100,18816
0,39.0,0.44735522414093837,0.05646375712052681,0.34651360544217685,0.4049744897959184,0.44855442176870747,0.4825680272108844,0.6016156462585034,74_noise,Vp_exc,25,18816
0,9.0,0.44270833333333337,0.02396301087924212,0.39593962585034015,0.43951955782312924,0.44696003401360546,0.4544005102040816,0.46875,74_noise,Vp_exc,100,18816
0,39.0,0.45689429618001043,0.08369962086628763,0.2614795918367347,0.39965986394557823,0.46130952380952384,0.5048894557823129,0.7249149659863946,75_grating,Vp_exc,25,18816
0,9.0,0.45428240740740733,0.027059977101941645,0.41932397959183676,0.428358843537415,0.4549319727891156,0.4730017006802721,0.48841411564625853,75_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76_warmup,Vp_exc,100,18816
0,39.0,0.451007326007326,0.05021105701506693,0.3592687074829932,0.4156037414965986,0.44642857142857145,0.48894557823129253,0.5399659863945578,77_noise,Vp_exc,25,18816
0,9.0,0.45032596371882083,0.014942512669546708,0.4219812925170068,0.4443027210884354,0.45068027210884354,0.4581207482993197,0.4730017006802721,77_noise,Vp_exc,100,18816
0,39.0,0.46447104482818763,0.08503663143078126,0.28061224489795916,0.4017857142857143,0.46343537414965985,0.5112670068027211,0.6356292517006803,78_grating,Vp_exc,25,18816
0,9.0,0.46201814058956914,0.030219852393215656,0.41932397959183676,0.4320790816326531,0.4650297619047619,0.49000850340136054,0.4942602040816326,78_grating,Vp_exc,100,18816
0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79_warmup,Vp_exc,25,18816
0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79_warmup,Vp_exc,100,18816
0,39.0,0.45024420024420014,0.047073317896987626,0.3677721088435374,0.41666666666666663,0.4421768707482993,0.48575680272108845,0.5420918367346939,80_noise,Vp_exc,25,18816
0,9.0,0.4504440665154951,0.01862226831918636,0.41985544217687076,0.43898809523809523,0.4448341836734694,0.46662414965986393,0.47565901360544216,80_noise,Vp_exc,100,18816
0,39.0,0.4571668410954125,0.06880587284032484,0.350765306122449,0.4017857142857143,0.44855442176870747,0.49744897959183676,0.6568877551020408,81_grating,Vp_exc,25,18816
0,9.0,0.4571759259259259,0.017519690067610463,0.4336734693877551,0.4453656462585034,0.45918367346938777,0.4724702380952381,0.4836309523809524,81_grating,Vp_exc,100,18816
0,39.0,0.44779129600558176,0.04113364191332446,0.352891156462585,0.4262329931972789,0.4528061224489796,0.4719387755102041,0.546343537414966,83_noise,Vp_exc,25,18816
0,9.0,0.4475505479969766,0.01096747585668502,0.4320790816326531,0.4405824829931973,0.4458971088435374,0.4522746598639456,0.4655612244897959,83_noise,Vp_exc,100,18816
